OTU_ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
ESV55	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__camphoratus	Lactarius	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	Common name - milk-cap	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV550	p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Sarcodontia;s__delectans	Sarcodontia	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV551	p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;NA	Amphinema	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV552	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__neorufum	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV553	p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;NA	Zopfiella	13	Saprotroph	Dung Saprotroph	Highly Probable	NULL	NULL	NULL	Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688
ESV554	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Glutinomyces;NA	Hyaloscyphaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody and herbaceous material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV555	p__Ascomycota;c__Sordariomycetes;o__Boliniales;f__Boliniaceae;NA;NA	Boliniaceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on and in wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV556	p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__aristata	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV557	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__houghtonii	Clitocybe	13	Pathotroph-Saprotroph	NULL	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV558	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Bradymyces;NA	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
ESV559	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__citrina	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV56	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__saponaceum	Tricholoma	13	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Highly Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV561	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__boreale	Leptodontidium	13	Symbiotroph	Endophyte	Highly Probable	NULL	NULL	Dark Septate Endophyte, known from plant roots.	Jumpponen A, Trappe J. 1998. New Phytologist 140:295-310 (as DSE); Taylor DL, et al. 2014. Ecological Monographs 84:3-20.
ESV562	p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__autumnale	Sistotrema	13	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Possible	Corticioid	White Rot	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/not ECM).; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 pro parte.; http://mycorrhizas.info/ecmf.html (ECM/not ECM).
ESV563	p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydium;NA	Rhizophydium	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV564	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Staninwardia;s__suttonii	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV565	p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__grisea	Humicola	13	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688
ESV567	p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__sympodialis	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	Findley K, et al. 2013. Nature 498:367-370
ESV568	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__chaetospira	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	James TY, et al. 2006. Nature 443:818-822
ESV569	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__pulverulentum	Lachnum	13	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV57	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pseudaegerita;NA	Pseudaegerita	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV570	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__byssoides	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26; Mandyam K, et al. 2012. Mycorrhiza 22:109-119; Knapp DG, et al. 2012. PLOS ONE 7:e32570; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV571	p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__pinicola	Cystobasidium	13	Pathotroph	Fungal Parasite	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
ESV572	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__oblonga	Phialocephala	13	Symbiotroph	Endophyte	Highly Probable	NULL	NULL	Dark Septate Endophyte, known from plant roots.	Newsham 2011. New Phytologist 190:783-793 (as DSE)
ESV573	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__casimiri	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV574	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__quercus	Teichospora	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV575	p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;s__fusispora	Hyalorbilia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV576	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Naevala;NA	Dermateaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV577	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__pulcherripes	Marasmiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Agaricoid	NULL	Species in Moniliophthora are devastating pathogens of tree crops, causing witches broom disease; Saprobic on litter and dead wood, or parasitic on woody plants - often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; David AS, et al. 2016. Microbial Ecology 71:912-926
ESV578	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Trimmatostroma;NA	Trimmatostroma	13	Pathotroph	Lichen Parasite	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
ESV579	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;NA	Lyophyllum	13	Symbiotroph	Ectomycorrhizal	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte); http://mycorrhizas.info/ecmf.html
ESV58	p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Geomyces;s__auratus	Geomyces	13	Saprotroph	Soil Saprotroph	Probable	Microfungus	NULL	This genus is now restricted to one species Geomyces auratus; however, it is important to note that the majority of species that once comprised this genus, including the White-Nose Bat Syndrome causing Geomyces destructans, are now placed in the genus Pseudogymnoascus (see Minnis & Lindner 2013)	Minnis AM, Lindner DL. 2013. Fungal Biology 117:638-649; Tedersoo L, et al. 2014. Science 346:1256688
ESV580	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__leucopus	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV582	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__diasemospermus	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV583	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pyrenopeziza;s__revincta	Pyrenopeziza	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV584	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Fayodia;s__gracilipes	Fayodia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV585	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;NA;NA	Schizoporaceae	9	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV586	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;NA;NA	Peniophoraceae	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV587	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__moniliae	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471
ESV589	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Lapidomyces;NA	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 33:1-40
ESV59	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__subsulphurea	Russula	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV590	p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Phacidium;s__lacerum	Phacidium	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV591	p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__appendiculata	Podospora	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Endophyte detection method-culture (David et al. 2016)	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)
ESV592	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__ramulariae	Nectria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210; Tedersoo L, et al. 2014. Science 346:1256688
ESV593	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__pseudoamericana	Devriesia	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV594	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__marchalianum	Tetracladium	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV595	p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;NA	Syncephalis	13	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV596	p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__fimbricystis	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
ESV597	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__cervinus	Pluteus	13	Pathotroph-Saprotroph	Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph	Probable	Agaricoid	White Rot	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; James TY, et al. 2006. Nature 443:818-822; Tedersoo L, et al. 2014. Science 346:1256688
ESV598	p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Cordana;s__ellipsoidea	Cordana	13	Pathotroph-Saprotroph	NULL	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV599	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__piluliformis	Psathyrella	13	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV6	p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__Cenococcum;s__geophilum	Cenococcum	13	Symbiotroph	Ectomycorrhizal	Highly Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV60	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__brunneoviolacea	Russula	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV600	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__alutaria	Hyphodontia	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV601	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pezizella;NA	Pezizella	13	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Lichen Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph	Possible	Microfungus	NULL	Syn.: Hymenoscyphus among others (see e.g., Pezoloma ericae); Dark Septate Fungus	Baral and Krieglsteiner 2006. Acta Mycologica 41:11-20 (as a bryophyte parasite); Huhtinen et al. 2010. Nova Hedwigia 90:413-431, Bent et al. 2011. Applied and Environmental Microbiology 77:3351-3359 (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 (as saprotroph); Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
ESV602	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__flanaganii	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV604	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;NA	Beauveria	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV605	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;s__succineus	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV606	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__caricis	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV607	p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__ligniaria	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
